Ranked,combination_dict,Blaster,Chrono,Cybernetic,DarkStar,Demolitionist,Infiltrator,ManaReaver,MechPilot,Mercenary,Protector,Rebel,Set3_Blademaster,Set3_Brawler,Set3_Celestial,Set3_Mystic,Set3_Sorcerer,Set3_Void,Sniper,SpacePirate,StarGuardian,Starship,TemplateTrait,Valkyrie,Vanguard
1,"{'Blaster': 4, 'Chrono': 2, 'Cybernetic': 3, 'Infiltrator': 1, 'Rebel': 3, 'Set3_Brawler': 4, 'Set3_Void': 1, 'SpacePirate': 1, 'Starship': 1, 'TemplateTrait': 1}",4,2,3,,,1,,,,,3,,4,,,,1,,1,,1,1,,
1,"{'Blaster': 4, 'Chrono': 2, 'Cybernetic': 1, 'Mercenary': 1, 'Rebel': 3, 'Set3_Blademaster': 1, 'Set3_Brawler': 4, 'Set3_Void': 1, 'SpacePirate': 1, 'Starship': 1, 'Valkyrie': 2}",4,2,1,,,,,,1,,3,1,4,,,,1,,1,,1,,2,
1,"{'Chrono': 2, 'Cybernetic': 0, 'DarkStar': 1, 'Infiltrator': 1, 'ManaReaver': 2, 'Rebel': 1, 'Set3_Brawler': 2, 'Set3_Celestial': 2, 'Set3_Mystic': 2, 'Set3_Sorcerer': 2, 'Set3_Void': 3, 'StarGuardian': 0, 'Vanguard': 0}",,2,0,1,,1,2,,,,1,,2,2,2,2,3,,,0,,,,0
1,"{'Blaster': 1, 'Chrono': 2, 'Cybernetic': 1, 'DarkStar': 1, 'Infiltrator': 1, 'ManaReaver': 2, 'Mercenary': 1, 'Set3_Blademaster': 3, 'Set3_Celestial': 2, 'Sniper': 2, 'SpacePirate': 1, 'Valkyrie': 2, 'Vanguard': 2}",1,2,1,1,,1,2,,1,,,3,,2,,,,2,1,,,,2,2
1,"{'Blaster': 1, 'Chrono': 2, 'Cybernetic': 6, 'Infiltrator': 1, 'ManaReaver': 2, 'Set3_Blademaster': 3, 'Set3_Brawler': 1, 'Vanguard': 1}",1,2,6,,,1,2,,,,,3,1,,,,,,,,,,,1
1,"{'Chrono': 2, 'Cybernetic': 3, 'Infiltrator': 2, 'ManaReaver': 3, 'Rebel': 1, 'Set3_Blademaster': 1, 'Set3_Brawler': 4, 'Set3_Celestial': 2, 'Set3_Void': 1, 'TemplateTrait': 1, 'Valkyrie': 0, 'Vanguard': 0}",,2,3,,,2,3,,,,1,1,4,2,,,1,,,,,1,0,0
1,"{'Chrono': 2, 'Cybernetic': 1, 'DarkStar': 1, 'ManaReaver': 2, 'Protector': 2, 'Set3_Blademaster': 3, 'Set3_Celestial': 4, 'Set3_Mystic': 1}",,2,1,1,,,2,,,2,,3,,4,1,,,,,,,,,
1,"{'Blaster': 4, 'Chrono': 2, 'Cybernetic': 1, 'Mercenary': 1, 'Rebel': 3, 'Set3_Brawler': 4, 'Set3_Mystic': 1, 'Set3_Void': 1, 'SpacePirate': 1, 'Valkyrie': 1}",4,2,1,,,,,,1,,3,,4,,1,,1,,1,,,,1,
1,"{'Chrono': 2, 'Cybernetic': 1, 'DarkStar': 1, 'ManaReaver': 2, 'Protector': 2, 'Set3_Blademaster': 4, 'Set3_Celestial': 4, 'Sniper': 2}",,2,1,1,,,2,,,2,,4,,4,,,,2,,,,,,
1,"{'Blaster': 1, 'Chrono': 2, 'Cybernetic': 3, 'ManaReaver': 2, 'Mercenary': 1, 'Rebel': 1, 'Set3_Blademaster': 6, 'Set3_Celestial': 2, 'Valkyrie': 2, 'Vanguard': 2}",1,2,3,,,,2,,1,,1,6,,2,,,,,,,,,2,2
1,"{'Chrono': 2, 'Cybernetic': 1, 'DarkStar': 1, 'ManaReaver': 2, 'Protector': 2, 'Set3_Blademaster': 4, 'Set3_Celestial': 4, 'Sniper': 1}",,2,1,1,,,2,,,2,,4,,4,,,,1,,,,,,
1,"{'Chrono': 2, 'Cybernetic': 1, 'Infiltrator': 2, 'Rebel': 1, 'Set3_Brawler': 4, 'Set3_Celestial': 1, 'Set3_Sorcerer': 2, 'Set3_Void': 3}",,2,1,,,2,,,,,1,,4,1,,2,3,,,,,,,
1,"{'DarkStar': 1, 'Protector': 2, 'Rebel': 1, 'Set3_Mystic': 2, 'Set3_Sorcerer': 4, 'StarGuardian': 6, 'Vanguard': 1}",,,,1,,,,,,2,1,,,,2,4,,,,6,,,,1
1,"{'Blaster': 2, 'Chrono': 4, 'ManaReaver': 2, 'Mercenary': 1, 'Set3_Blademaster': 3, 'Set3_Celestial': 2, 'Valkyrie': 2, 'Vanguard': 1}",2,4,,,,,2,,1,,,3,,2,,,,,,,,,2,1
1,"{'Chrono': 2, 'Cybernetic': 1, 'DarkStar': 1, 'Infiltrator': 1, 'ManaReaver': 1, 'Rebel': 1, 'Set3_Brawler': 4, 'Set3_Sorcerer': 2, 'Set3_Void': 3, 'TemplateTrait': 1, 'Vanguard': 0}",,2,1,1,,1,1,,,,1,,4,,,2,3,,,,,1,,0
1,"{'Chrono': 2, 'DarkStar': 1, 'Rebel': 1, 'Set3_Mystic': 2, 'Set3_Sorcerer': 4, 'Set3_Void': 1, 'StarGuardian': 3, 'TemplateTrait': 1, 'Vanguard': 2}",,2,,1,,,,,,,1,,,,2,4,1,,,3,,1,,2
1,"{'Blaster': 1, 'Chrono': 2, 'Cybernetic': 6, 'Infiltrator': 1, 'ManaReaver': 2, 'Rebel': 0, 'Set3_Blademaster': 3, 'Set3_Brawler': 1, 'Set3_Celestial': 2, 'Set3_Mystic': 1, 'Starship': 0, 'Vanguard': 1}",1,2,6,,,1,2,,,,0,3,1,2,1,,,,,,0,,,1
1,"{'Blaster': 1, 'Chrono': 4, 'Infiltrator': 1, 'ManaReaver': 2, 'Set3_Blademaster': 3, 'Set3_Celestial': 2, 'Valkyrie': 2, 'Vanguard': 1}",1,4,,,,1,2,,,,,3,,2,,,,,,,,,2,1
1,"{'Chrono': 1, 'DarkStar': 1, 'ManaReaver': 1, 'Protector': 1, 'Rebel': 1, 'Set3_Mystic': 2, 'Set3_Sorcerer': 4, 'Set3_Void': 1, 'StarGuardian': 4, 'Vanguard': 0}",,1,,1,,,1,,,1,1,,,,2,4,1,,,4,,,,0
1,"{'Blaster': 4, 'Chrono': 2, 'Cybernetic': 1, 'Mercenary': 1, 'Rebel': 3, 'Set3_Blademaster': 1, 'Set3_Brawler': 4, 'Set3_Void': 1, 'SpacePirate': 1, 'Starship': 1, 'Valkyrie': 2}",4,2,1,,,,,,1,,3,1,4,,,,1,,1,,1,,2,
1,"{'Chrono': 3, 'DarkStar': 1, 'ManaReaver': 1, 'Rebel': 1, 'Set3_Brawler': 0, 'Set3_Mystic': 2, 'Set3_Sorcerer': 4, 'Set3_Void': 1, 'StarGuardian': 4, 'Vanguard': 2}",,3,,1,,,1,,,,1,,0,,2,4,1,,,4,,,,2
1,"{'Chrono': 2, 'Cybernetic': 1, 'Infiltrator': 2, 'Rebel': 1, 'Set3_Brawler': 4, 'Set3_Sorcerer': 2, 'Set3_Void': 3, 'TemplateTrait': 1}",,2,1,,,2,,,,,1,,4,,,2,3,,,,,1,,
1,"{'Chrono': 1, 'ManaReaver': 1, 'Protector': 1, 'Rebel': 1, 'Set3_Mystic': 2, 'Set3_Sorcerer': 4, 'Set3_Void': 1, 'StarGuardian': 6, 'TemplateTrait': 1, 'Vanguard': 1}",,1,,,,,1,,,1,1,,,,2,4,1,,,6,,1,,1
1,"{'Chrono': 2, 'DarkStar': 1, 'Demolitionist': 1, 'Mercenary': 1, 'Rebel': 1, 'Set3_Mystic': 2, 'Set3_Sorcerer': 4, 'Set3_Void': 1, 'SpacePirate': 1, 'StarGuardian': 3, 'TemplateTrait': 1, 'Vanguard': 2}",,2,,1,1,,,,1,,1,,,,2,4,1,,1,3,,1,,2
1,"{'Blaster': 1, 'Chrono': 4, 'Cybernetic': 1, 'ManaReaver': 2, 'Mercenary': 1, 'Set3_Blademaster': 3, 'Set3_Brawler': 1, 'Set3_Celestial': 2, 'Set3_Mystic': 1, 'Sniper': 1, 'SpacePirate': 1, 'TemplateTrait': 1, 'Valkyrie': 2, 'Vanguard': 2}",1,4,1,,,,2,,1,,,3,1,2,1,,,1,1,,,1,2,2
1,"{'Chrono': 2, 'Cybernetic': 1, 'DarkStar': 1, 'ManaReaver': 2, 'Protector': 2, 'Set3_Blademaster': 3, 'Set3_Celestial': 4, 'Sniper': 2}",,2,1,1,,,2,,,2,,3,,4,,,,2,,,,,,
1,"{'Chrono': 2, 'Cybernetic': 1, 'DarkStar': 1, 'ManaReaver': 3, 'Protector': 4, 'Set3_Blademaster': 3, 'Set3_Celestial': 4, 'TemplateTrait': 1}",,2,1,1,,,3,,,4,,3,,4,,,,,,,,1,,
1,"{'Chrono': 2, 'DarkStar': 3, 'ManaReaver': 2, 'Set3_Celestial': 2, 'Sniper': 2, 'SpacePirate': 1, 'StarGuardian': 1, 'Vanguard': 4}",,2,,3,,,2,,,,,,,2,,,,2,1,1,,,,4
1,"{'Blaster': 4, 'Chrono': 2, 'Cybernetic': 2, 'Mercenary': 1, 'Rebel': 3, 'Set3_Blademaster': 2, 'Set3_Brawler': 4, 'Set3_Void': 1, 'Starship': 1, 'Valkyrie': 1}",4,2,2,,,,,,1,,3,2,4,,,,1,,,,1,,1,
1,"{'Chrono': 2, 'Cybernetic': 1, 'DarkStar': 1, 'ManaReaver': 2, 'Protector': 2, 'Set3_Blademaster': 3, 'Set3_Celestial': 6, 'Set3_Mystic': 1, 'Sniper': 2}",,2,1,1,,,2,,,2,,3,,6,1,,,2,,,,,,
1,"{'Blaster': 1, 'Chrono': 6, 'Cybernetic': 1, 'ManaReaver': 3, 'Mercenary': 0, 'Set3_Blademaster': 3, 'Set3_Brawler': 1, 'Set3_Celestial': 3, 'Sniper': 2, 'TemplateTrait': 1, 'Valkyrie': 0, 'Vanguard': 1}",1,6,1,,,,3,,0,,,3,1,3,,,,2,,,,1,0,1
1,"{'Blaster': 4, 'Chrono': 2, 'Cybernetic': 1, 'Demolitionist': 2, 'Mercenary': 2, 'Rebel': 3, 'Set3_Brawler': 4, 'Set3_Void': 1, 'SpacePirate': 2, 'Valkyrie': 1}",4,2,1,,2,,,,2,,3,,4,,,,1,,2,,,,1,
1,"{'Chrono': 2, 'DarkStar': 1, 'Rebel': 1, 'Set3_Mystic': 2, 'Set3_Sorcerer': 4, 'Set3_Void': 1, 'StarGuardian': 3, 'Vanguard': 2}",,2,,1,,,,,,,1,,,,2,4,1,,,3,,,,2
1,"{'DarkStar': 2, 'Demolitionist': 1, 'Infiltrator': 4, 'MechPilot': 3, 'Set3_Sorcerer': 2, 'Set3_Void': 1, 'Valkyrie': 1}",,,,2,1,4,,3,,,,,,,,2,1,,,,,,1,
1,"{'Chrono': 2, 'Cybernetic': 1, 'Infiltrator': 2, 'MechPilot': 1, 'Rebel': 1, 'Set3_Brawler': 4, 'Set3_Sorcerer': 2, 'Set3_Void': 3}",,2,1,,,2,,1,,,1,,4,,,2,3,,,,,,,
1,"{'Chrono': 2, 'DarkStar': 1, 'Set3_Sorcerer': 6, 'Set3_Void': 1, 'StarGuardian': 4, 'TemplateTrait': 1, 'Vanguard': 2}",,2,,1,,,,,,,,,,,,6,1,,,4,,1,,2
1,"{'Blaster': 1, 'Chrono': 3, 'Cybernetic': 1, 'ManaReaver': 2, 'Mercenary': 1, 'Set3_Blademaster': 4, 'Set3_Brawler': 1, 'Set3_Celestial': 2, 'Set3_Mystic': 1, 'Valkyrie': 2}",1,3,1,,,,2,,1,,,4,1,2,1,,,,,,,,2,
1,"{'Chrono': 3, 'DarkStar': 1, 'ManaReaver': 2, 'Protector': 2, 'Set3_Blademaster': 3, 'Set3_Celestial': 4, 'Set3_Mystic': 1, 'Sniper': 1, 'Valkyrie': 1}",,3,,1,,,2,,,2,,3,,4,1,,,1,,,,,1,
1,"{'ManaReaver': 2, 'Protector': 4, 'Set3_Celestial': 4, 'Set3_Mystic': 2, 'SpacePirate': 2, 'StarGuardian': 2, 'TemplateTrait': 1, 'Vanguard': 1}",,,,,,,2,,,4,,,,4,2,,,,2,2,,1,,1
1,"{'DarkStar': 1, 'Demolitionist': 2, 'Infiltrator': 5, 'MechPilot': 3, 'Mercenary': 1, 'Set3_Blademaster': 1, 'Set3_Sorcerer': 1, 'Set3_Void': 1, 'SpacePirate': 1, 'Valkyrie': 2}",,,,1,2,5,,3,1,,,1,,,,1,1,,1,,,,2,
1,"{'Chrono': 2, 'ManaReaver': 2, 'Protector': 2, 'Set3_Celestial': 4, 'Sniper': 2, 'SpacePirate': 2, 'StarGuardian': 1, 'Vanguard': 2}",,2,,,,,2,,,2,,,,4,,,,2,2,1,,,,2
1,"{'Blaster': 1, 'Chrono': 4, 'Demolitionist': 2, 'ManaReaver': 2, 'Mercenary': 2, 'Protector': 1, 'Set3_Blademaster': 3, 'Set3_Brawler': 1, 'Set3_Celestial': 2, 'SpacePirate': 1, 'Valkyrie': 2, 'Vanguard': 1}",1,4,,,2,,2,,2,1,,3,1,2,,,,,1,,,,2,1
1,"{'Chrono': 2, 'DarkStar': 3, 'ManaReaver': 2, 'Set3_Blademaster': 1, 'Set3_Celestial': 4, 'Set3_Mystic': 1, 'Sniper': 2, 'SpacePirate': 1, 'Vanguard': 3}",,2,,3,,,2,,,,,1,,4,1,,,2,1,,,,,3
1,"{'Blaster': 2, 'Chrono': 1, 'Cybernetic': 6, 'Infiltrator': 1, 'ManaReaver': 2, 'Mercenary': 1, 'Set3_Blademaster': 3, 'Set3_Brawler': 1, 'Valkyrie': 2, 'Vanguard': 1}",2,1,6,,,1,2,,1,,,3,1,,,,,,,,,,2,1
1,"{'Blaster': 4, 'Chrono': 2, 'Cybernetic': 1, 'Mercenary': 1, 'Rebel': 3, 'Set3_Brawler': 4, 'Set3_Void': 1, 'SpacePirate': 1, 'Starship': 1, 'Valkyrie': 1}",4,2,1,,,,,,1,,3,,4,,,,1,,1,,1,,1,
1,"{'Chrono': 2, 'DarkStar': 1, 'Infiltrator': 1, 'Rebel': 1, 'Set3_Mystic': 2, 'Set3_Sorcerer': 4, 'Set3_Void': 1, 'StarGuardian': 3, 'Vanguard': 2}",,2,,1,,1,,,,,1,,,,2,4,1,,,3,,,,2
1,"{'Chrono': 2, 'Rebel': 1, 'Set3_Mystic': 2, 'Set3_Sorcerer': 4, 'StarGuardian': 5, 'Vanguard': 2}",,2,,,,,,,,,1,,,,2,4,,,,5,,,,2
1,"{'Blaster': 2, 'Chrono': 4, 'Cybernetic': 1, 'ManaReaver': 2, 'Mercenary': 1, 'Set3_Blademaster': 3, 'Set3_Celestial': 2, 'Sniper': 2, 'Valkyrie': 2, 'Vanguard': 1}",2,4,1,,,,2,,1,,,3,,2,,,,2,,,,,2,1
1,"{'Chrono': 2, 'DarkStar': 1, 'Rebel': 1, 'Set3_Mystic': 2, 'Set3_Sorcerer': 4, 'Set3_Void': 1, 'StarGuardian': 3, 'TemplateTrait': 1, 'Vanguard': 2}",,2,,1,,,,,,,1,,,,2,4,1,,,3,,1,,2
1,"{'Chrono': 2, 'Cybernetic': 1, 'ManaReaver': 3, 'Rebel': 2, 'Set3_Blademaster': 6, 'Set3_Celestial': 2, 'TemplateTrait': 1, 'Valkyrie': 1}",,2,1,,,,3,,,,2,6,,2,,,,,,,,1,1,
1,"{'Chrono': 2, 'DarkStar': 3, 'ManaReaver': 2, 'Set3_Brawler': 0, 'Set3_Celestial': 2, 'Set3_Mystic': 2, 'Set3_Sorcerer': 1, 'Set3_Void': 0, 'Sniper': 2, 'SpacePirate': 2, 'Vanguard': 2}",,2,,3,,,2,,,,,,0,2,2,1,0,2,2,,,,,2
1,"{'Blaster': 4, 'Chrono': 2, 'Cybernetic': 1, 'Mercenary': 1, 'Rebel': 3, 'Set3_Brawler': 4, 'Set3_Void': 1, 'SpacePirate': 1, 'Starship': 1, 'Valkyrie': 1}",4,2,1,,,,,,1,,3,,4,,,,1,,1,,1,,1,
1,"{'Blaster': 2, 'Chrono': 2, 'Cybernetic': 6, 'Infiltrator': 1, 'ManaReaver': 2, 'Mercenary': 1, 'Set3_Blademaster': 3, 'Set3_Brawler': 1, 'Set3_Celestial': 0, 'Valkyrie': 1, 'Vanguard': 1}",2,2,6,,,1,2,,1,,,3,1,0,,,,,,,,,1,1
1,"{'Blaster': 1, 'Chrono': 1, 'Cybernetic': 6, 'Infiltrator': 3, 'ManaReaver': 2, 'Protector': 1, 'Set3_Blademaster': 3, 'Set3_Brawler': 1, 'Set3_Celestial': 2, 'TemplateTrait': 1, 'Vanguard': 1}",1,1,6,,,3,2,,,1,,3,1,2,,,,,,,,1,,1
1,"{'Blaster': 2, 'Chrono': 1, 'Demolitionist': 2, 'ManaReaver': 1, 'Mercenary': 2, 'Rebel': 4, 'Set3_Blademaster': 1, 'Set3_Brawler': 2, 'Set3_Celestial': 1, 'Set3_Mystic': 1, 'Set3_Void': 1, 'SpacePirate': 1, 'Valkyrie': 1}",2,1,,,2,,1,,2,,4,1,2,1,1,,1,,1,,,,1,
1,"{'Blaster': 2, 'Chrono': 4, 'Cybernetic': 1, 'ManaReaver': 3, 'Mercenary': 1, 'Set3_Blademaster': 3, 'Set3_Brawler': 0, 'Set3_Celestial': 2, 'Valkyrie': 2, 'Vanguard': 1}",2,4,1,,,,3,,1,,,3,0,2,,,,,,,,,2,1
1,"{'Blaster': 4, 'Chrono': 2, 'Cybernetic': 1, 'Mercenary': 1, 'Rebel': 2, 'Set3_Brawler': 4, 'Set3_Void': 1, 'SpacePirate': 1, 'StarGuardian': 1, 'Valkyrie': 1}",4,2,1,,,,,,1,,2,,4,,,,1,,1,1,,,1,
1,"{'Chrono': 2, 'Cybernetic': 1, 'DarkStar': 1, 'ManaReaver': 3, 'Protector': 2, 'Set3_Blademaster': 3, 'Set3_Celestial': 5, 'Set3_Mystic': 1, 'Sniper': 1, 'TemplateTrait': 1}",,2,1,1,,,3,,,2,,3,,5,1,,,1,,,,1,,
1,"{'Chrono': 2, 'Cybernetic': 1, 'DarkStar': 1, 'Infiltrator': 2, 'ManaReaver': 1, 'Rebel': 1, 'Set3_Brawler': 4, 'Set3_Celestial': 0, 'Set3_Mystic': 0, 'Set3_Sorcerer': 2, 'Set3_Void': 3}",,2,1,1,,2,1,,,,1,,4,0,0,2,3,,,,,,,
1,"{'Blaster': 1, 'Chrono': 2, 'DarkStar': 1, 'Mercenary': 1, 'Rebel': 1, 'Set3_Mystic': 2, 'Set3_Sorcerer': 4, 'Set3_Void': 1, 'StarGuardian': 4, 'Valkyrie': 1, 'Vanguard': 2}",1,2,,1,,,,,1,,1,,,,2,4,1,,,4,,,1,2
1,"{'Blaster': 1, 'Chrono': 1, 'Cybernetic': 1, 'DarkStar': 1, 'Mercenary': 1, 'Protector': 2, 'Set3_Blademaster': 4, 'Set3_Celestial': 4, 'Set3_Mystic': 2, 'StarGuardian': 1, 'TemplateTrait': 1, 'Valkyrie': 2}",1,1,1,1,,,,,1,2,,4,,4,2,,,,,1,,1,2,
1,"{'Blaster': 4, 'Chrono': 2, 'Cybernetic': 1, 'Demolitionist': 2, 'Infiltrator': 1, 'Mercenary': 2, 'Rebel': 3, 'Set3_Brawler': 4, 'Set3_Void': 1, 'SpacePirate': 2, 'Starship': 1, 'Valkyrie': 1}",4,2,1,,2,1,,,2,,3,,4,,,,1,,2,,1,,1,
1,"{'Blaster': 4, 'Chrono': 2, 'Demolitionist': 2, 'Mercenary': 2, 'Rebel': 3, 'Set3_Brawler': 3, 'Set3_Void': 1, 'SpacePirate': 2, 'Starship': 1, 'Valkyrie': 1}",4,2,,,2,,,,2,,3,,3,,,,1,,2,,1,,1,
1,"{'Chrono': 2, 'Cybernetic': 1, 'DarkStar': 1, 'ManaReaver': 2, 'Protector': 2, 'Set3_Blademaster': 3, 'Set3_Celestial': 4, 'Sniper': 2}",,2,1,1,,,2,,,2,,3,,4,,,,2,,,,,,
1,"{'Chrono': 2, 'DarkStar': 2, 'Rebel': 1, 'Set3_Celestial': 1, 'Set3_Mystic': 4, 'Set3_Sorcerer': 4, 'Set3_Void': 1, 'StarGuardian': 2, 'Vanguard': 1}",,2,,2,,,,,,,1,,,1,4,4,1,,,2,,,,1
1,"{'Chrono': 2, 'Cybernetic': 1, 'Infiltrator': 2, 'MechPilot': 1, 'Rebel': 1, 'Set3_Brawler': 4, 'Set3_Sorcerer': 2, 'Set3_Void': 3}",,2,1,,,2,,1,,,1,,4,,,2,3,,,,,,,
1,"{'Blaster': 2, 'Chrono': 4, 'ManaReaver': 2, 'Mercenary': 1, 'Set3_Blademaster': 3, 'Set3_Celestial': 4, 'Set3_Mystic': 1, 'Valkyrie': 2, 'Vanguard': 1}",2,4,,,,,2,,1,,,3,,4,1,,,,,,,,2,1
1,"{'Blaster': 4, 'Chrono': 2, 'Cybernetic': 1, 'Mercenary': 1, 'Rebel': 2, 'Set3_Blademaster': 1, 'Set3_Brawler': 4, 'Set3_Void': 1, 'SpacePirate': 1, 'Valkyrie': 2}",4,2,1,,,,,,1,,2,1,4,,,,1,,1,,,,2,
1,"{'Blaster': 2, 'Chrono': 4, 'ManaReaver': 2, 'Mercenary': 1, 'Rebel': 1, 'Set3_Blademaster': 3, 'Set3_Celestial': 2, 'Set3_Mystic': 1, 'StarGuardian': 1, 'Valkyrie': 2, 'Vanguard': 1}",2,4,,,,,2,,1,,1,3,,2,1,,,,,1,,,2,1
1,"{'Chrono': 2, 'Cybernetic': 1, 'DarkStar': 1, 'ManaReaver': 1, 'Protector': 2, 'Set3_Blademaster': 3, 'Set3_Celestial': 4, 'Set3_Mystic': 1, 'Sniper': 2}",,2,1,1,,,1,,,2,,3,,4,1,,,2,,,,,,
1,"{'Blaster': 2, 'Cybernetic': 6, 'Infiltrator': 2, 'ManaReaver': 1, 'Mercenary': 1, 'Rebel': 1, 'Set3_Blademaster': 3, 'Set3_Brawler': 1, 'Valkyrie': 2, 'Vanguard': 1}",2,,6,,,2,1,,1,,1,3,1,,,,,,,,,,2,1
1,"{'Chrono': 2, 'DarkStar': 1, 'Rebel': 1, 'Set3_Mystic': 2, 'Set3_Sorcerer': 5, 'Set3_Void': 1, 'StarGuardian': 6, 'TemplateTrait': 1, 'Vanguard': 2}",,2,,1,,,,,,,1,,,,2,5,1,,,6,,1,,2
1,"{'Blaster': 1, 'Chrono': 3, 'Cybernetic': 1, 'ManaReaver': 2, 'Mercenary': 1, 'Protector': 1, 'Set3_Blademaster': 3, 'Set3_Celestial': 2, 'Set3_Mystic': 1, 'TemplateTrait': 1, 'Valkyrie': 2, 'Vanguard': 1}",1,3,1,,,,2,,1,1,,3,,2,1,,,,,,,1,2,1
1,"{'Chrono': 2, 'DarkStar': 2, 'Rebel': 1, 'Set3_Mystic': 2, 'Set3_Sorcerer': 5, 'Set3_Void': 1, 'StarGuardian': 3, 'Vanguard': 2}",,2,,2,,,,,,,1,,,,2,5,1,,,3,,,,2
1,"{'Blaster': 1, 'Chrono': 1, 'Cybernetic': 1, 'DarkStar': 1, 'Mercenary': 1, 'Protector': 3, 'Rebel': 1, 'Set3_Blademaster': 3, 'Set3_Celestial': 4, 'Set3_Mystic': 2, 'Sniper': 1, 'TemplateTrait': 1, 'Valkyrie': 1}",1,1,1,1,,,,,1,3,1,3,,4,2,,,1,,,,1,1,
1,"{'Chrono': 2, 'DarkStar': 1, 'Rebel': 1, 'Set3_Mystic': 2, 'Set3_Sorcerer': 4, 'Set3_Void': 1, 'StarGuardian': 3, 'TemplateTrait': 1, 'Vanguard': 2}",,2,,1,,,,,,,1,,,,2,4,1,,,3,,1,,2
1,"{'Blaster': 2, 'Chrono': 2, 'Cybernetic': 2, 'ManaReaver': 3, 'Mercenary': 1, 'Set3_Blademaster': 3, 'Set3_Brawler': 1, 'Set3_Celestial': 2, 'SpacePirate': 0, 'Valkyrie': 2, 'Vanguard': 0}",2,2,2,,,,3,,1,,,3,1,2,,,,,0,,,,2,0
1,"{'Blaster': 2, 'Chrono': 1, 'Cybernetic': 6, 'Infiltrator': 2, 'ManaReaver': 2, 'Mercenary': 1, 'Set3_Blademaster': 3, 'Set3_Brawler': 1, 'Set3_Celestial': 0, 'Set3_Mystic': 0, 'Valkyrie': 2, 'Vanguard': 1}",2,1,6,,,2,2,,1,,,3,1,0,0,,,,,,,,2,1
1,"{'Blaster': 2, 'Chrono': 2, 'Cybernetic': 6, 'Infiltrator': 1, 'ManaReaver': 2, 'Mercenary': 1, 'Set3_Blademaster': 4, 'Set3_Brawler': 1, 'Set3_Celestial': 0, 'Set3_Mystic': 0, 'Valkyrie': 2, 'Vanguard': 1}",2,2,6,,,1,2,,1,,,4,1,0,0,,,,,,,,2,1
1,"{'Blaster': 4, 'Chrono': 2, 'Cybernetic': 1, 'Mercenary': 1, 'Rebel': 3, 'Set3_Blademaster': 1, 'Set3_Brawler': 4, 'Set3_Void': 1, 'SpacePirate': 1, 'Valkyrie': 2}",4,2,1,,,,,,1,,3,1,4,,,,1,,1,,,,2,
1,"{'Blaster': 2, 'Chrono': 2, 'DarkStar': 1, 'Demolitionist': 2, 'ManaReaver': 2, 'Mercenary': 2, 'Set3_Blademaster': 1, 'Set3_Celestial': 1, 'Sniper': 2, 'SpacePirate': 4, 'TemplateTrait': 1, 'Valkyrie': 2, 'Vanguard': 2}",2,2,,1,2,,2,,2,,,1,,1,,,,2,4,,,1,2,2
1,"{'Blaster': 1, 'Demolitionist': 2, 'ManaReaver': 2, 'MechPilot': 1, 'Mercenary': 1, 'Protector': 4, 'Set3_Celestial': 4, 'Set3_Mystic': 1, 'SpacePirate': 4, 'Vanguard': 1}",1,,,,2,,2,1,1,4,,,,4,1,,,,4,,,,,1
1,"{'Chrono': 1, 'DarkStar': 2, 'Protector': 2, 'Set3_Sorcerer': 6, 'Set3_Void': 1, 'StarGuardian': 6, 'Vanguard': 1}",,1,,2,,,,,,2,,,,,,6,1,,,6,,,,1
1,"{'Blaster': 4, 'Chrono': 2, 'Cybernetic': 1, 'Mercenary': 1, 'Rebel': 4, 'Set3_Blademaster': 1, 'Set3_Brawler': 4, 'Set3_Void': 1, 'SpacePirate': 1, 'Starship': 1, 'Valkyrie': 2}",4,2,1,,,,,,1,,4,1,4,,,,1,,1,,1,,2,
1,"{'DarkStar': 1, 'Demolitionist': 2, 'Infiltrator': 4, 'MechPilot': 3, 'Mercenary': 1, 'Set3_Blademaster': 1, 'Set3_Sorcerer': 1, 'Set3_Void': 1, 'SpacePirate': 1, 'Valkyrie': 2}",,,,1,2,4,,3,1,,,1,,,,1,1,,1,,,,2,
1,"{'Chrono': 2, 'Cybernetic': 1, 'DarkStar': 1, 'ManaReaver': 1, 'Rebel': 1, 'Set3_Brawler': 0, 'Set3_Celestial': 0, 'Set3_Mystic': 2, 'Set3_Sorcerer': 4, 'Set3_Void': 1, 'StarGuardian': 4, 'Vanguard': 2}",,2,1,1,,,1,,,,1,,0,0,2,4,1,,,4,,,,2
1,"{'Chrono': 2, 'Cybernetic': 1, 'DarkStar': 1, 'ManaReaver': 2, 'Protector': 2, 'Set3_Blademaster': 3, 'Set3_Celestial': 4, 'Sniper': 2}",,2,1,1,,,2,,,2,,3,,4,,,,2,,,,,,
1,"{'Blaster': 4, 'Chrono': 2, 'Cybernetic': 3, 'Infiltrator': 2, 'Mercenary': 1, 'Rebel': 3, 'Set3_Brawler': 4, 'Set3_Void': 1, 'Starship': 1, 'Valkyrie': 1}",4,2,3,,,2,,,1,,3,,4,,,,1,,,,1,,1,
1,"{'Blaster': 4, 'Chrono': 2, 'Cybernetic': 1, 'Mercenary': 1, 'Rebel': 2, 'Set3_Brawler': 4, 'Set3_Void': 1, 'SpacePirate': 1, 'Valkyrie': 1}",4,2,1,,,,,,1,,2,,4,,,,1,,1,,,,1,
